0.000711051	-2.00301	0	0		0.775328
0.0014221	-2.00443	0	0		0.777791
0.00213315	-2.00586	0	0		0.78027
0.0028442	-2.00728	0	0		0.782764
0.00355525	-2.00871	0	0		0.785274
0.0042663	-2.01014	0	0		0.787799
0.00497735	-2.01157	0	0		0.790341
0.00568841	-2.013	0	0		0.7929
0.00639946	-2.01443	0	0		0.795475
0.00711051	-2.01586	0	0		0.798067
0.00782156	-2.0173	0	0		0.800677
0.00853261	-2.01873	0	0		0.803304
0.00924366	-2.02017	0	0		0.805949
0.00995471	-2.0216	0	0		0.808612
0.0106658	-2.02304	0	0		0.811294
0.0113768	-2.02448	0	0		0.813995
0.0120879	-2.02592	0	0		0.816715
0.0127989	-2.02736	0	0		0.819455
0.01351	-2.0288	0	0		0.822216
0.014221	-2.03024	0	0		0.824998
0.0149321	-2.03169	0	0		0.827802
0.0156431	-2.03313	0	0		0.830628
0.0163542	-2.03458	0	0		0.833477
0.0170652	-2.03602	0	0		0.836351
0.0177763	-2.03747	0	0		0.839248
0.0184873	-2.03892	0	0		0.842172
0.0191984	-2.04037	0	0		0.845123
0.0199094	-2.04182	0	0		0.848101
0.0206205	-2.04327	0	0		0.851109
0.0213315	-2.04473	0	0		0.854148
0.0220426	-2.04618	0	0		0.857219
0.0227536	-2.04763	0	0		0.860324
0.0234647	-2.04909	0	0		0.863465
0.0241757	-2.05055	0	0		0.866645
0.0248868	-2.052	0	0		0.869865
0.0255978	-2.05346	0	0		0.87313
0.0263089	-2.05492	0	0		0.876442
0.0270199	-2.05639	0	0		0.879806
0.027731	-2.05785	0	0		0.883225
0.028442	-2.05931	0	0		0.886705
0.0291531	-2.06078	0	0		0.890253
0.0298641	-2.06224	0	0		0.893875
0.0305752	-2.06371	0	0		0.897581
0.0312862	-2.06517	0	0		0.901382
0.0319973	-2.06664	0	0		0.905292
0.0327083	-2.06811	0	0		0.909327
0.0334194	-2.06958	0	0		0.913511
0.0341304	-2.07105	0	0		0.917871
0.0348415	-2.07253	0	0		0.922449
0.0355525	-2.074	0	0		0.927299
0.0362636	-2.07548	0	0		0.932506
0.0369746	-2.07695	0	0		0.938199
0.0376857	-2.07843	0	0		0.944604
0.0383967	-2.07991	0	0		0.952161
0.0391078	-2.08138	0	0		0.961947
0.0398188	-2.08286	0	0		0.977992
0.0405299	-2.08435	0	0		1.07314
0.0412409	-2.08583	0	0		1.07508
0.041952	-2.08731	0	0		1.07708
0.042663	-2.08879	0	0		1.07913
0.0433741	-2.09028	0	0		1.08123
