0	-2.00159
7.11051e-05	-2.00133
0.00014221	-2.00057
0.000213315	-1.99931
0.00028442	-1.99754
0.000355525	-1.99528
0.00042663	-1.99253
0.000497735	-1.9893
0.000568841	-1.98559
0.000639946	-1.9814
0.000711051	-1.97677
0.000782156	-1.97168
0.000853261	-1.96616
0.000924366	-1.96021
0.000995471	-1.95386
0.00106658	-1.94711
0.00113768	-1.93998
0.00120879	-1.93249
0.00127989	-1.92464
0.001351	-1.91646
0.0014221	-1.90796
0.00149321	-1.89917
0.00156431	-1.89008
0.00163542	-1.88073
0.00170652	-1.87112
0.00177763	-1.86128
0.00184873	-1.85122
0.00191984	-1.84096
0.00199094	-1.83051
0.00206205	-1.81989
0.00213315	-1.80911
0.00220426	-1.79819
0.00227536	-1.78714
0.00234647	-1.77598
0.00241757	-1.76471
0.00248868	-1.75336
0.00255978	-1.74194
0.00263089	-1.73045
0.00270199	-1.71891
0.0027731	-1.70733
0.0028442	-1.69572
0.00291531	-1.6841
0.00298641	-1.67246
0.00305752	-1.66082
0.00312862	-1.64919
0.00319973	-1.63757
0.00327083	-1.62597
0.00334194	-1.61441
0.00341304	-1.60288
0.00348415	-1.5914
0.00355525	-1.57996
0.00362636	-1.56858
0.00369746	-1.55726
0.00376857	-1.546
0.00383967	-1.53481
0.00391078	-1.52369
0.00398188	-1.51264
0.00405299	-1.50168
0.00412409	-1.49079
0.0041952	-1.47999
0.0042663	-1.46928
0.00433741	-1.45866
0.00440851	-1.44812
0.00447962	-1.43768
0.00455072	-1.42734
0.00462183	-1.41709
0.00469293	-1.40694
0.00476404	-1.39688
0.00483514	-1.38693
0.00490625	-1.37707
0.00497735	-1.36731
0.00504846	-1.35765
0.00511956	-1.3481
0.00519067	-1.33864
0.00526178	-1.32928
0.00533288	-1.32003
0.00540399	-1.31087
0.00547509	-1.30182
0.0055462	-1.29286
0.0056173	-1.284
0.00568841	-1.27525
0.00575951	-1.26659
0.00583062	-1.25802
0.00590172	-1.24956
0.00597283	-1.24119
0.00604393	-1.23292
0.00611504	-1.22474
0.00618614	-1.21665
0.00625725	-1.20866
0.00632835	-1.20076
0.00639946	-1.19295
0.00647056	-1.18523
0.00654167	-1.1776
0.00661277	-1.17006
0.00668388	-1.16261
0.00675498	-1.15524
0.00682609	-1.14796
0.00689719	-1.14076
0.0069683	-1.13365
0.0070394	-1.12662
0.00711051	-1.11967
0.00718161	-1.1128
0.00725272	-1.10601
0.00732382	-1.0993
0.00739493	-1.09267
0.00746603	-1.08611
0.00753714	-1.07963
0.00760824	-1.07322
0.00767935	-1.06688
0.00775045	-1.06062
0.00782156	-1.05443
0.00789266	-1.04831
0.00796377	-1.04226
0.00803487	-1.03628
0.00810598	-1.03036
0.00817708	-1.02451
0.00824819	-1.01873
0.00831929	-1.01301
0.0083904	-1.00736
0.0084615	-1.00176
0.00853261	-0.996235
0.00860371	-0.990766
0.00867482	-0.985357
0.00874592	-0.980008
0.00881703	-0.974718
0.00888813	-0.969485
0.00895924	-0.964309
0.00903034	-0.959189
0.00910145	-0.954124
0.00917255	-0.949114
0.00924366	-0.944157
0.00931476	-0.939254
0.00938587	-0.934402
0.00945697	-0.929602
0.00952808	-0.924852
0.00959918	-0.920152
0.00967029	-0.915502
0.00974139	-0.9109
0.0098125	-0.906345
0.0098836	-0.901838
0.00995471	-0.897377
0.0100258	-0.892962
0.0100969	-0.888593
0.010168	-0.884267
0.0102391	-0.879986
0.0103102	-0.875747
0.0103813	-0.871552
0.0104524	-0.867398
0.0105236	-0.863285
0.0105947	-0.859214
0.0106658	-0.855183
0.0107369	-0.851191
0.010808	-0.847239
0.0108791	-0.843325
0.0109502	-0.839449
0.0110213	-0.835611
0.0110924	-0.831809
0.0111635	-0.828044
0.0112346	-0.824315
0.0113057	-0.820622
0.0113768	-0.816964
0.0114479	-0.81334
0.011519	-0.80975
0.0115901	-0.806194
0.0116612	-0.80267
0.0117323	-0.79918
0.0118034	-0.795722
0.0118745	-0.792295
0.0119457	-0.7889
0.0120168	-0.785536
0.0120879	-0.782202
0.012159	-0.778898
0.0122301	-0.775625
0.0123012	-0.77238
0.0123723	-0.769164
0.0124434	-0.765977
0.0125145	-0.762819
0.0125856	-0.759688
0.0126567	-0.756584
0.0127278	-0.753507
0.0127989	-0.750458
0.01287	-0.747434
0.0129411	-0.744437
0.0130122	-0.741465
0.0130833	-0.738519
0.0131544	-0.735598
0.0132255	-0.732701
0.0132966	-0.729829
0.0133678	-0.726981
0.0134389	-0.724157
0.01351	-0.721357
0.0135811	-0.718579
0.0136522	-0.715825
0.0137233	-0.713093
0.0137944	-0.710383
0.0138655	-0.707696
0.0139366	-0.70503
0.0140077	-0.702386
0.0140788	-0.699763
0.0141499	-0.697162
0.014221	-0.694581
0.0142921	-0.69202
0.0143632	-0.68948
0.0144343	-0.68696
0.0145054	-0.684459
0.0145765	-0.681978
0.0146476	-0.679517
0.0147187	-0.677074
0.0147899	-0.67465
0.014861	-0.672245
0.0149321	-0.669858
0.0150032	-0.66749
0.0150743	-0.665139
0.0151454	-0.662807
0.0152165	-0.660491
0.0152876	-0.658193
0.0153587	-0.655913
0.0154298	-0.653649
0.0155009	-0.651402
0.015572	-0.649171
0.0156431	-0.646957
0.0157142	-0.644759
0.0157853	-0.642578
0.0158564	-0.640411
0.0159275	-0.638261
0.0159986	-0.636126
0.0160697	-0.634006
0.0161409	-0.631902
0.016212	-0.629812
0.0162831	-0.627738
0.0163542	-0.625678
0.0164253	-0.623632
0.0164964	-0.621601
0.0165675	-0.619583
